item_id,benchmark,condition,selected_candidate_indices
nextgqa:3205604574:0,nextgqa,mdp3_8,"[8, 23, 28, 32, 37, 41, 42, 53]"
nextgqa:3205604574:0,nextgqa,plain_dpp_8,"[8, 16, 27, 31, 37, 41, 42, 55]"
nextgqa:3205604574:6,nextgqa,mdp3_8,"[0, 5, 26, 29, 32, 38, 41, 53]"
nextgqa:3205604574:6,nextgqa,plain_dpp_8,"[0, 2, 5, 26, 29, 38, 41, 44]"
nextgqa:3210170020:2,nextgqa,mdp3_8,"[0, 4, 8, 10, 21, 25, 29, 59]"
nextgqa:3210170020:2,nextgqa,plain_dpp_8,"[0, 4, 8, 9, 21, 25, 28, 44]"
nextgqa:3216757365:0,nextgqa,mdp3_8,"[4, 13, 48, 49, 50, 56, 61, 62]"
nextgqa:3216757365:0,nextgqa,plain_dpp_8,"[0, 8, 13, 48, 49, 50, 61, 62]"
nextgqa:3216757365:6,nextgqa,mdp3_8,"[6, 9, 26, 48, 49, 50, 61, 62]"
nextgqa:3216757365:6,nextgqa,plain_dpp_8,"[0, 6, 9, 48, 49, 50, 61, 62]"
nextgqa:3216757365:7,nextgqa,mdp3_8,"[6, 26, 45, 48, 49, 50, 61, 62]"
nextgqa:3216757365:7,nextgqa,plain_dpp_8,"[11, 27, 45, 48, 49, 50, 61, 62]"
nextgqa:3223951946:1,nextgqa,mdp3_8,"[1, 3, 8, 34, 48, 56, 59, 62]"
nextgqa:3223951946:1,nextgqa,plain_dpp_8,"[1, 3, 8, 34, 48, 56, 59, 62]"
nextgqa:3223951946:2,nextgqa,mdp3_8,"[1, 3, 11, 30, 34, 48, 50, 60]"
nextgqa:3223951946:2,nextgqa,plain_dpp_8,"[1, 3, 5, 30, 34, 48, 51, 60]"
nextgqa:3255908815:4,nextgqa,mdp3_8,"[28, 30, 40, 41, 42, 46, 49, 54]"
nextgqa:3255908815:4,nextgqa,plain_dpp_8,"[28, 40, 41, 42, 43, 48, 52, 54]"
nextgqa:3294811247:2,nextgqa,mdp3_8,"[0, 7, 15, 17, 28, 48, 55, 62]"
nextgqa:3294811247:2,nextgqa,plain_dpp_8,"[0, 7, 13, 17, 28, 32, 48, 55]"
nextgqa:3305288577:7,nextgqa,mdp3_8,"[1, 4, 12, 24, 29, 44, 61, 63]"
nextgqa:3305288577:7,nextgqa,plain_dpp_8,"[1, 4, 12, 17, 34, 44, 61, 63]"
nextgqa:3312292397:6,nextgqa,mdp3_8,"[0, 3, 13, 14, 32, 38, 56, 60]"
nextgqa:3312292397:6,nextgqa,plain_dpp_8,"[3, 13, 14, 25, 37, 55, 56, 60]"
nextgqa:3312292397:8,nextgqa,mdp3_8,"[0, 3, 10, 14, 32, 37, 56, 60]"
nextgqa:3312292397:8,nextgqa,plain_dpp_8,"[3, 10, 14, 21, 25, 37, 55, 60]"
nextgqa:3329878386:5,nextgqa,mdp3_8,"[0, 12, 14, 23, 31, 43, 51, 57]"
nextgqa:3329878386:5,nextgqa,plain_dpp_8,"[0, 12, 14, 21, 33, 34, 51, 57]"
nextgqa:3332953908:1,nextgqa,mdp3_8,"[9, 11, 17, 28, 50, 53, 56, 63]"
nextgqa:3332953908:1,nextgqa,plain_dpp_8,"[17, 24, 28, 32, 44, 50, 56, 63]"
nextgqa:3350068648:9,nextgqa,mdp3_8,"[2, 20, 21, 28, 56, 60, 62, 63]"
nextgqa:3350068648:9,nextgqa,plain_dpp_8,"[2, 20, 28, 34, 47, 56, 62, 63]"
nextgqa:3360208610:2,nextgqa,mdp3_8,"[0, 13, 31, 43, 44, 45, 58, 63]"
nextgqa:3360208610:2,nextgqa,plain_dpp_8,"[0, 9, 23, 31, 43, 44, 45, 63]"
nextgqa:3384417792:4,nextgqa,mdp3_8,"[7, 15, 25, 26, 32, 34, 46, 61]"
nextgqa:3384417792:4,nextgqa,plain_dpp_8,"[2, 7, 15, 25, 28, 35, 46, 60]"
nextgqa:3404210548:2,nextgqa,mdp3_8,"[9, 26, 30, 32, 34, 37, 43, 61]"
nextgqa:3404210548:2,nextgqa,plain_dpp_8,"[9, 26, 30, 32, 34, 37, 43, 46]"
nextgqa:3416303524:4,nextgqa,mdp3_8,"[0, 14, 23, 31, 40, 42, 49, 52]"
nextgqa:3416303524:4,nextgqa,plain_dpp_8,"[0, 9, 23, 31, 41, 42, 48, 63]"
nextgqa:3425409935:0,nextgqa,mdp3_8,"[16, 24, 31, 42, 56, 57, 59, 63]"
nextgqa:3425409935:0,nextgqa,plain_dpp_8,"[2, 15, 31, 42, 56, 57, 59, 63]"
nextgqa:3426605205:2,nextgqa,mdp3_8,"[14, 23, 28, 29, 34, 39, 47, 62]"
nextgqa:3426605205:2,nextgqa,plain_dpp_8,"[14, 23, 27, 28, 29, 31, 39, 62]"
nextgqa:3439955661:2,nextgqa,mdp3_8,"[3, 20, 23, 29, 30, 33, 43, 61]"
nextgqa:3439955661:2,nextgqa,plain_dpp_8,"[3, 20, 23, 29, 30, 33, 42, 62]"
nextgqa:3440542069:6,nextgqa,mdp3_8,"[6, 8, 24, 30, 35, 36, 56, 61]"
nextgqa:3440542069:6,nextgqa,plain_dpp_8,"[0, 8, 31, 35, 42, 56, 57, 61]"
nextgqa:3459862895:7,nextgqa,mdp3_8,"[1, 4, 11, 17, 21, 49, 53, 60]"
nextgqa:3459862895:7,nextgqa,plain_dpp_8,"[4, 10, 35, 40, 43, 49, 53, 63]"
nextgqa:3477094374:3,nextgqa,mdp3_8,"[4, 14, 22, 29, 31, 47, 58, 61]"
nextgqa:3477094374:3,nextgqa,plain_dpp_8,"[0, 5, 14, 31, 36, 43, 47, 61]"
nextgqa:3485555298:1,nextgqa,mdp3_8,"[0, 16, 29, 45, 52, 58, 59, 61]"
nextgqa:3485555298:1,nextgqa,plain_dpp_8,"[0, 16, 29, 48, 56, 58, 59, 60]"
nextgqa:3491310026:1,nextgqa,mdp3_8,"[0, 13, 27, 30, 36, 49, 50, 58]"
nextgqa:3491310026:1,nextgqa,plain_dpp_8,"[0, 12, 27, 31, 32, 42, 49, 50]"
nextgqa:3491310026:2,nextgqa,mdp3_8,"[0, 12, 25, 30, 31, 32, 50, 58]"
nextgqa:3491310026:2,nextgqa,plain_dpp_8,"[0, 12, 25, 27, 31, 32, 39, 50]"
nextgqa:3495630576:3,nextgqa,mdp3_8,"[4, 31, 32, 37, 55, 56, 58, 60]"
nextgqa:3495630576:3,nextgqa,plain_dpp_8,"[31, 32, 37, 55, 56, 58, 59, 63]"
nextgqa:3510222236:3,nextgqa,mdp3_8,"[2, 5, 14, 19, 24, 34, 42, 49]"
nextgqa:3510222236:3,nextgqa,plain_dpp_8,"[2, 5, 19, 24, 34, 42, 49, 56]"
nextgqa:3516935615:1,nextgqa,mdp3_8,"[1, 9, 11, 24, 28, 36, 47, 53]"
nextgqa:3516935615:1,nextgqa,plain_dpp_8,"[0, 11, 12, 28, 33, 36, 44, 47]"
nextgqa:3516935615:4,nextgqa,mdp3_8,"[0, 15, 20, 24, 28, 37, 41, 61]"
nextgqa:3516935615:4,nextgqa,plain_dpp_8,"[0, 12, 20, 24, 35, 41, 48, 61]"
nextgqa:3524009829:0,nextgqa,mdp3_8,"[0, 3, 15, 18, 20, 42, 60, 61]"
nextgqa:3524009829:0,nextgqa,plain_dpp_8,"[3, 6, 15, 18, 20, 42, 60, 61]"
nextgqa:3524009829:2,nextgqa,mdp3_8,"[3, 18, 20, 32, 42, 59, 60, 61]"
nextgqa:3524009829:2,nextgqa,plain_dpp_8,"[3, 15, 18, 20, 32, 42, 60, 61]"
nextgqa:3524009829:4,nextgqa,mdp3_8,"[3, 17, 42, 45, 58, 60, 61, 62]"
nextgqa:3524009829:4,nextgqa,plain_dpp_8,"[3, 17, 21, 26, 45, 60, 61, 62]"
nextgqa:3540508501:8,nextgqa,mdp3_8,"[3, 7, 18, 29, 34, 51, 62, 63]"
nextgqa:3540508501:8,nextgqa,plain_dpp_8,"[0, 6, 7, 18, 29, 34, 62, 63]"
nextgqa:3557601110:10,nextgqa,mdp3_8,"[5, 15, 34, 46, 52, 53, 58, 62]"
nextgqa:3557601110:10,nextgqa,plain_dpp_8,"[3, 4, 34, 46, 52, 53, 58, 62]"
nextgqa:3557601110:6,nextgqa,mdp3_8,"[4, 7, 31, 43, 46, 51, 56, 58]"
nextgqa:3557601110:6,nextgqa,plain_dpp_8,"[3, 4, 15, 46, 49, 52, 58, 62]"
nextgqa:3561135916:3,nextgqa,mdp3_8,"[20, 25, 28, 31, 35, 43, 53, 60]"
nextgqa:3561135916:3,nextgqa,plain_dpp_8,"[20, 25, 33, 35, 38, 43, 57, 60]"
nextgqa:3575108079:1,nextgqa,mdp3_8,"[0, 5, 8, 11, 28, 29, 35, 36]"
nextgqa:3575108079:1,nextgqa,plain_dpp_8,"[0, 5, 7, 8, 11, 34, 36, 39]"
nextgqa:3579030253:11,nextgqa,mdp3_8,"[5, 17, 23, 25, 30, 31, 40, 59]"
nextgqa:3579030253:11,nextgqa,plain_dpp_8,"[5, 17, 23, 25, 29, 30, 31, 40]"
nextgqa:3579030253:9,nextgqa,mdp3_8,"[3, 5, 6, 17, 23, 29, 36, 60]"
nextgqa:3579030253:9,nextgqa,plain_dpp_8,"[3, 5, 6, 17, 23, 29, 30, 36]"
nextgqa:3593365697:7,nextgqa,mdp3_8,"[2, 6, 21, 25, 34, 56, 61, 62]"
nextgqa:3593365697:7,nextgqa,plain_dpp_8,"[0, 5, 18, 19, 26, 46, 61, 62]"
nextgqa:3599210242:6,nextgqa,mdp3_8,"[5, 18, 20, 21, 26, 31, 41, 52]"
nextgqa:3599210242:6,nextgqa,plain_dpp_8,"[5, 18, 20, 21, 25, 31, 39, 58]"
nextgqa:3606510307:5,nextgqa,mdp3_8,"[0, 8, 19, 20, 27, 37, 43, 48]"
nextgqa:3606510307:5,nextgqa,plain_dpp_8,"[0, 8, 19, 20, 27, 37, 48, 62]"
nextgqa:3608098943:7,nextgqa,mdp3_8,"[12, 15, 19, 23, 30, 34, 48, 63]"
nextgqa:3608098943:7,nextgqa,plain_dpp_8,"[12, 15, 19, 23, 30, 45, 48, 63]"
nextgqa:3615527856:0,nextgqa,mdp3_8,"[0, 5, 30, 41, 52, 54, 56, 58]"
nextgqa:3615527856:0,nextgqa,plain_dpp_8,"[0, 14, 31, 42, 52, 56, 58, 62]"
nextgqa:3621121750:1,nextgqa,mdp3_8,"[0, 5, 7, 25, 37, 48, 53, 63]"
nextgqa:3621121750:1,nextgqa,plain_dpp_8,"[0, 5, 37, 48, 49, 53, 60, 63]"
nextgqa:3623844354:5,nextgqa,mdp3_8,"[0, 22, 23, 26, 28, 29, 60, 63]"
nextgqa:3623844354:5,nextgqa,plain_dpp_8,"[0, 3, 22, 23, 26, 28, 29, 63]"
nextgqa:3625960287:10,nextgqa,mdp3_8,"[0, 6, 15, 20, 30, 57, 59, 63]"
nextgqa:3625960287:10,nextgqa,plain_dpp_8,"[0, 6, 14, 18, 24, 30, 57, 63]"
nextgqa:3625960287:8,nextgqa,mdp3_8,"[4, 9, 15, 20, 30, 52, 57, 63]"
nextgqa:3625960287:8,nextgqa,plain_dpp_8,"[0, 4, 9, 15, 30, 52, 57, 63]"
nextgqa:3626207014:6,nextgqa,mdp3_8,"[0, 19, 25, 28, 33, 39, 46, 57]"
nextgqa:3626207014:6,nextgqa,plain_dpp_8,"[0, 18, 24, 26, 34, 41, 46, 58]"
nextgqa:3628972520:2,nextgqa,mdp3_8,"[0, 1, 3, 8, 22, 42, 59, 63]"
nextgqa:3628972520:2,nextgqa,plain_dpp_8,"[0, 1, 3, 8, 44, 57, 62, 63]"
nextgqa:3631211612:0,nextgqa,mdp3_8,"[8, 10, 24, 38, 39, 41, 57, 63]"
nextgqa:3631211612:0,nextgqa,plain_dpp_8,"[8, 10, 18, 24, 39, 41, 57, 63]"
nextgqa:3631211612:3,nextgqa,mdp3_8,"[8, 10, 24, 30, 39, 40, 46, 63]"
nextgqa:3631211612:3,nextgqa,plain_dpp_8,"[7, 8, 19, 24, 39, 41, 46, 63]"
nextgqa:3653430541:5,nextgqa,mdp3_8,"[0, 3, 20, 26, 43, 44, 47, 53]"
nextgqa:3653430541:5,nextgqa,plain_dpp_8,"[0, 3, 20, 26, 43, 44, 47, 53]"
nextgqa:3655493767:1,nextgqa,mdp3_8,"[3, 19, 20, 22, 23, 42, 50, 56]"
nextgqa:3655493767:1,nextgqa,plain_dpp_8,"[8, 19, 20, 22, 23, 42, 50, 56]"
nextgqa:3659989604:1,nextgqa,mdp3_8,"[4, 12, 29, 34, 38, 58, 61, 63]"
nextgqa:3659989604:1,nextgqa,plain_dpp_8,"[4, 17, 28, 38, 44, 46, 58, 63]"
nextgqa:3666030640:4,nextgqa,mdp3_8,"[0, 3, 8, 25, 31, 41, 45, 49]"
nextgqa:3666030640:4,nextgqa,plain_dpp_8,"[0, 3, 8, 20, 25, 41, 45, 58]"
nextgqa:3672431760:1,nextgqa,mdp3_8,"[0, 10, 42, 47, 51, 55, 58, 63]"
nextgqa:3672431760:1,nextgqa,plain_dpp_8,"[10, 21, 42, 47, 51, 55, 58, 63]"
nextgqa:3672431760:3,nextgqa,mdp3_8,"[9, 14, 23, 38, 44, 47, 55, 58]"
nextgqa:3672431760:3,nextgqa,plain_dpp_8,"[9, 10, 14, 38, 44, 47, 55, 58]"
nextgqa:3672431760:8,nextgqa,mdp3_8,"[9, 10, 19, 38, 46, 47, 54, 58]"
nextgqa:3672431760:8,nextgqa,plain_dpp_8,"[9, 24, 39, 46, 47, 54, 58, 63]"
nextgqa:3685025683:3,nextgqa,mdp3_8,"[1, 12, 26, 35, 42, 55, 58, 62]"
nextgqa:3685025683:3,nextgqa,plain_dpp_8,"[1, 26, 35, 49, 55, 57, 58, 62]"
nextgqa:3697296215:6,nextgqa,mdp3_8,"[4, 6, 13, 32, 36, 42, 55, 63]"
nextgqa:3697296215:6,nextgqa,plain_dpp_8,"[4, 13, 32, 36, 40, 44, 55, 63]"
nextgqa:3701219945:6,nextgqa,mdp3_8,"[0, 14, 19, 29, 38, 48, 53, 60]"
nextgqa:3701219945:6,nextgqa,plain_dpp_8,"[0, 14, 19, 33, 39, 48, 53, 57]"
nextgqa:3701219945:9,nextgqa,mdp3_8,"[5, 19, 26, 31, 40, 48, 51, 60]"
nextgqa:3701219945:9,nextgqa,plain_dpp_8,"[0, 12, 26, 34, 40, 48, 56, 60]"
nextgqa:3705663920:3,nextgqa,mdp3_8,"[0, 21, 32, 57, 59, 60, 61, 63]"
nextgqa:3705663920:3,nextgqa,plain_dpp_8,"[1, 15, 21, 57, 59, 60, 61, 63]"
nextgqa:3705663920:8,nextgqa,mdp3_8,"[21, 23, 31, 32, 48, 58, 60, 63]"
nextgqa:3705663920:8,nextgqa,plain_dpp_8,"[21, 23, 31, 45, 56, 60, 61, 63]"
nextgqa:3728184329:5,nextgqa,mdp3_8,"[7, 24, 28, 29, 51, 57, 59, 61]"
nextgqa:3728184329:5,nextgqa,plain_dpp_8,"[7, 33, 34, 51, 57, 59, 61, 62]"
nextgqa:3739319683:0,nextgqa,mdp3_8,"[1, 3, 14, 15, 32, 38, 41, 46]"
nextgqa:3739319683:0,nextgqa,plain_dpp_8,"[1, 3, 14, 15, 38, 39, 41, 46]"
nextgqa:3740849151:1,nextgqa,mdp3_8,"[0, 6, 9, 19, 48, 51, 52, 57]"
nextgqa:3740849151:1,nextgqa,plain_dpp_8,"[0, 6, 9, 14, 22, 35, 48, 51]"
nextgqa:3751105478:2,nextgqa,mdp3_8,"[1, 2, 9, 19, 23, 44, 54, 57]"
nextgqa:3751105478:2,nextgqa,plain_dpp_8,"[2, 9, 19, 23, 45, 47, 54, 59]"
nextgqa:3759094243:0,nextgqa,mdp3_8,"[0, 1, 16, 17, 29, 33, 37, 39]"
nextgqa:3759094243:0,nextgqa,plain_dpp_8,"[0, 1, 14, 15, 17, 29, 39, 48]"
nextgqa:3765087719:1,nextgqa,mdp3_8,"[0, 1, 8, 18, 24, 25, 43, 53]"
nextgqa:3765087719:1,nextgqa,plain_dpp_8,"[0, 1, 8, 18, 24, 55, 60, 62]"
nextgqa:3769795457:2,nextgqa,mdp3_8,"[4, 16, 27, 29, 32, 45, 51, 60]"
nextgqa:3769795457:2,nextgqa,plain_dpp_8,"[4, 23, 27, 29, 32, 45, 51, 60]"
nextgqa:3804458046:0,nextgqa,mdp3_8,"[5, 8, 25, 46, 47, 49, 50, 51]"
nextgqa:3804458046:0,nextgqa,plain_dpp_8,"[1, 6, 8, 43, 46, 49, 50, 51]"
nextgqa:3804458046:2,nextgqa,mdp3_8,"[3, 16, 19, 25, 43, 46, 50, 51]"
nextgqa:3804458046:2,nextgqa,plain_dpp_8,"[3, 12, 16, 43, 46, 49, 50, 51]"
nextgqa:3835096097:3,nextgqa,mdp3_8,"[6, 16, 23, 27, 39, 43, 46, 62]"
nextgqa:3835096097:3,nextgqa,plain_dpp_8,"[0, 2, 16, 25, 39, 43, 45, 62]"
nextgqa:3835096097:7,nextgqa,mdp3_8,"[2, 8, 16, 25, 38, 43, 47, 60]"
nextgqa:3835096097:7,nextgqa,plain_dpp_8,"[0, 6, 16, 25, 39, 43, 47, 62]"
nextgqa:3842392593:8,nextgqa,mdp3_8,"[0, 20, 24, 27, 36, 45, 50, 59]"
nextgqa:3842392593:8,nextgqa,plain_dpp_8,"[0, 10, 17, 20, 36, 55, 59, 62]"
nextgqa:3896532533:2,nextgqa,mdp3_8,"[0, 6, 18, 27, 30, 38, 41, 52]"
nextgqa:3896532533:2,nextgqa,plain_dpp_8,"[0, 6, 20, 27, 33, 38, 41, 52]"
nextgqa:3900682951:1,nextgqa,mdp3_8,"[15, 31, 32, 37, 41, 44, 53, 57]"
nextgqa:3900682951:1,nextgqa,plain_dpp_8,"[15, 31, 32, 37, 41, 44, 53, 57]"
nextgqa:3932142423:9,nextgqa,mdp3_8,"[1, 4, 6, 17, 31, 35, 58, 63]"
nextgqa:3932142423:9,nextgqa,plain_dpp_8,"[1, 4, 6, 7, 35, 41, 58, 63]"
nextgqa:3992773451:2,nextgqa,mdp3_8,"[2, 9, 10, 18, 22, 26, 56, 62]"
nextgqa:3992773451:2,nextgqa,plain_dpp_8,"[2, 7, 9, 10, 18, 28, 51, 56]"
nextgqa:4000445275:2,nextgqa,mdp3_8,"[1, 13, 19, 44, 50, 52, 53, 58]"
nextgqa:4000445275:2,nextgqa,plain_dpp_8,"[1, 19, 33, 44, 50, 52, 58, 60]"
nextgqa:4032595511:2,nextgqa,mdp3_8,"[13, 19, 21, 22, 31, 34, 42, 48]"
nextgqa:4032595511:2,nextgqa,plain_dpp_8,"[19, 21, 22, 24, 31, 34, 42, 55]"
nextgqa:4080877621:4,nextgqa,mdp3_8,"[0, 3, 12, 15, 39, 59, 62, 63]"
nextgqa:4080877621:4,nextgqa,plain_dpp_8,"[0, 2, 3, 39, 46, 49, 62, 63]"
nextgqa:4084841090:0,nextgqa,mdp3_8,"[1, 8, 12, 17, 22, 43, 59, 63]"
nextgqa:4084841090:0,nextgqa,plain_dpp_8,"[1, 5, 12, 17, 19, 25, 59, 63]"
nextgqa:4084841090:1,nextgqa,mdp3_8,"[0, 8, 17, 19, 25, 43, 59, 63]"
nextgqa:4084841090:1,nextgqa,plain_dpp_8,"[0, 8, 17, 19, 25, 43, 59, 63]"
nextgqa:4084841090:2,nextgqa,mdp3_8,"[0, 5, 17, 19, 22, 33, 59, 62]"
nextgqa:4084841090:2,nextgqa,plain_dpp_8,"[0, 5, 12, 17, 19, 48, 59, 62]"
nextgqa:4086138523:0,nextgqa,mdp3_8,"[0, 20, 22, 35, 39, 40, 42, 45]"
nextgqa:4086138523:0,nextgqa,plain_dpp_8,"[0, 13, 20, 22, 35, 40, 42, 45]"
nextgqa:4086138523:2,nextgqa,mdp3_8,"[22, 40, 43, 47, 54, 55, 57, 59]"
nextgqa:4086138523:2,nextgqa,plain_dpp_8,"[40, 41, 43, 47, 54, 55, 57, 59]"
nextgqa:4097448142:7,nextgqa,mdp3_8,"[11, 15, 17, 50, 59, 61, 62, 63]"
nextgqa:4097448142:7,nextgqa,plain_dpp_8,"[11, 15, 17, 45, 49, 61, 62, 63]"
nextgqa:4107499066:5,nextgqa,mdp3_8,"[4, 19, 27, 28, 29, 41, 57, 62]"
nextgqa:4107499066:5,nextgqa,plain_dpp_8,"[4, 19, 21, 27, 28, 37, 57, 63]"
nextgqa:4123808525:5,nextgqa,mdp3_8,"[4, 10, 15, 18, 24, 36, 42, 62]"
nextgqa:4123808525:5,nextgqa,plain_dpp_8,"[4, 10, 18, 25, 36, 41, 53, 58]"
nextgqa:4124400853:3,nextgqa,mdp3_8,"[1, 7, 15, 20, 28, 46, 47, 63]"
nextgqa:4124400853:3,nextgqa,plain_dpp_8,"[1, 7, 15, 20, 28, 30, 40, 63]"
nextgqa:4124400853:8,nextgqa,mdp3_8,"[5, 7, 15, 20, 28, 40, 47, 63]"
nextgqa:4124400853:8,nextgqa,plain_dpp_8,"[5, 14, 15, 20, 28, 40, 47, 63]"
nextgqa:4127483344:1,nextgqa,mdp3_8,"[8, 28, 46, 48, 49, 52, 54, 60]"
nextgqa:4127483344:1,nextgqa,plain_dpp_8,"[29, 46, 48, 49, 52, 53, 54, 60]"
nextgqa:4158599646:1,nextgqa,mdp3_8,"[0, 7, 13, 31, 40, 42, 44, 55]"
nextgqa:4158599646:1,nextgqa,plain_dpp_8,"[7, 13, 31, 40, 42, 44, 55, 58]"
nextgqa:4167294363:4,nextgqa,mdp3_8,"[0, 4, 10, 29, 30, 37, 50, 54]"
nextgqa:4167294363:4,nextgqa,plain_dpp_8,"[0, 4, 10, 21, 29, 30, 37, 50]"
nextgqa:4170300998:10,nextgqa,mdp3_8,"[5, 18, 34, 42, 50, 57, 60, 62]"
nextgqa:4170300998:10,nextgqa,plain_dpp_8,"[5, 34, 42, 45, 50, 57, 60, 62]"
nextgqa:4177367968:3,nextgqa,mdp3_8,"[2, 14, 20, 28, 29, 46, 48, 55]"
nextgqa:4177367968:3,nextgqa,plain_dpp_8,"[2, 14, 19, 20, 28, 30, 46, 58]"
nextgqa:4177758139:5,nextgqa,mdp3_8,"[10, 20, 23, 26, 41, 43, 53, 57]"
nextgqa:4177758139:5,nextgqa,plain_dpp_8,"[20, 21, 23, 24, 26, 39, 45, 57]"
nextgqa:4180380438:1,nextgqa,mdp3_8,"[4, 20, 24, 26, 28, 46, 53, 60]"
nextgqa:4180380438:1,nextgqa,plain_dpp_8,"[4, 20, 24, 26, 28, 46, 53, 62]"
nextgqa:4181802718:7,nextgqa,mdp3_8,"[7, 11, 15, 31, 37, 38, 59, 63]"
nextgqa:4181802718:7,nextgqa,plain_dpp_8,"[1, 9, 11, 31, 37, 38, 59, 63]"
nextgqa:4188739935:0,nextgqa,mdp3_8,"[18, 26, 30, 34, 47, 54, 56, 63]"
nextgqa:4188739935:0,nextgqa,plain_dpp_8,"[6, 26, 27, 29, 34, 54, 56, 63]"
nextgqa:4198999510:7,nextgqa,mdp3_8,"[21, 26, 27, 30, 35, 36, 49, 54]"
nextgqa:4198999510:7,nextgqa,plain_dpp_8,"[25, 26, 27, 35, 36, 49, 54, 63]"
nextgqa:4203080888:0,nextgqa,mdp3_8,"[1, 8, 21, 25, 30, 47, 55, 63]"
nextgqa:4203080888:0,nextgqa,plain_dpp_8,"[0, 8, 16, 23, 26, 30, 32, 44]"
nextgqa:4220559457:2,nextgqa,mdp3_8,"[0, 2, 13, 15, 18, 22, 33, 62]"
nextgqa:4220559457:2,nextgqa,plain_dpp_8,"[0, 2, 6, 13, 15, 22, 35, 55]"
nextgqa:4220559457:8,nextgqa,mdp3_8,"[0, 2, 6, 13, 15, 31, 49, 62]"
nextgqa:4220559457:8,nextgqa,plain_dpp_8,"[0, 2, 6, 13, 15, 22, 38, 63]"
nextgqa:4242382178:8,nextgqa,mdp3_8,"[1, 20, 30, 44, 53, 58, 61, 62]"
nextgqa:4242382178:8,nextgqa,plain_dpp_8,"[1, 17, 39, 44, 53, 58, 61, 62]"
nextgqa:4250191168:2,nextgqa,mdp3_8,"[0, 23, 31, 43, 50, 54, 55, 57]"
nextgqa:4250191168:2,nextgqa,plain_dpp_8,"[0, 23, 35, 50, 54, 55, 57, 63]"
nextgqa:4273509832:0,nextgqa,mdp3_8,"[6, 8, 10, 12, 17, 35, 53, 63]"
nextgqa:4273509832:0,nextgqa,plain_dpp_8,"[4, 6, 8, 10, 16, 27, 53, 63]"
nextgqa:4273509832:4,nextgqa,mdp3_8,"[4, 8, 10, 12, 17, 35, 53, 63]"
nextgqa:4273509832:4,nextgqa,plain_dpp_8,"[4, 6, 8, 10, 17, 42, 53, 63]"
nextgqa:4311927018:4,nextgqa,mdp3_8,"[0, 3, 7, 9, 16, 30, 43, 61]"
nextgqa:4311927018:4,nextgqa,plain_dpp_8,"[0, 3, 8, 9, 16, 30, 54, 61]"
nextgqa:4315349265:4,nextgqa,mdp3_8,"[2, 10, 33, 35, 52, 53, 54, 56]"
nextgqa:4315349265:4,nextgqa,plain_dpp_8,"[10, 32, 33, 35, 52, 53, 54, 56]"
nextgqa:4315349265:7,nextgqa,mdp3_8,"[1, 31, 35, 52, 53, 54, 55, 56]"
nextgqa:4315349265:7,nextgqa,plain_dpp_8,"[1, 25, 32, 52, 53, 54, 55, 56]"
nextgqa:4326843514:4,nextgqa,mdp3_8,"[11, 13, 21, 22, 36, 44, 46, 52]"
nextgqa:4326843514:4,nextgqa,plain_dpp_8,"[11, 13, 21, 22, 23, 36, 44, 52]"
nextgqa:4363482648:0,nextgqa,mdp3_8,"[0, 3, 18, 24, 43, 57, 58, 62]"
nextgqa:4363482648:0,nextgqa,plain_dpp_8,"[0, 3, 10, 18, 21, 24, 34, 58]"
nextgqa:4400018396:6,nextgqa,mdp3_8,"[0, 14, 17, 25, 30, 38, 45, 63]"
nextgqa:4400018396:6,nextgqa,plain_dpp_8,"[0, 14, 17, 25, 32, 37, 61, 63]"
nextgqa:4405746537:2,nextgqa,mdp3_8,"[0, 2, 21, 27, 32, 36, 42, 51]"
nextgqa:4405746537:2,nextgqa,plain_dpp_8,"[0, 2, 21, 27, 32, 36, 44, 51]"
nextgqa:4430422083:2,nextgqa,mdp3_8,"[0, 13, 16, 26, 33, 39, 46, 63]"
nextgqa:4430422083:2,nextgqa,plain_dpp_8,"[5, 13, 16, 26, 29, 46, 60, 63]"
nextgqa:4444103383:6,nextgqa,mdp3_8,"[0, 18, 22, 23, 32, 36, 41, 42]"
nextgqa:4444103383:6,nextgqa,plain_dpp_8,"[18, 22, 23, 32, 36, 37, 40, 63]"
nextgqa:4452638970:4,nextgqa,mdp3_8,"[6, 11, 18, 32, 42, 51, 54, 63]"
nextgqa:4452638970:4,nextgqa,plain_dpp_8,"[6, 11, 18, 36, 41, 42, 52, 63]"
nextgqa:4474292288:0,nextgqa,mdp3_8,"[0, 8, 9, 39, 44, 51, 59, 63]"
nextgqa:4474292288:0,nextgqa,plain_dpp_8,"[0, 8, 9, 45, 50, 54, 61, 63]"
nextgqa:4474292288:5,nextgqa,mdp3_8,"[1, 8, 9, 39, 44, 50, 56, 60]"
nextgqa:4474292288:5,nextgqa,plain_dpp_8,"[8, 39, 44, 47, 51, 55, 56, 60]"
nextgqa:4522298433:9,nextgqa,mdp3_8,"[13, 15, 24, 34, 42, 43, 48, 54]"
nextgqa:4522298433:9,nextgqa,plain_dpp_8,"[0, 28, 35, 42, 43, 44, 51, 60]"
nextgqa:4522565412:2,nextgqa,mdp3_8,"[0, 15, 20, 27, 40, 51, 55, 56]"
nextgqa:4522565412:2,nextgqa,plain_dpp_8,"[15, 20, 27, 40, 51, 52, 55, 56]"
