item_id,benchmark,condition,selected_candidate_indices
lvbench:2480,lvbench,plain_dpp_8,"[8, 16, 18, 41, 47, 48, 50, 51]"
lvbench:2483,lvbench,mdp3_8,"[0, 1, 14, 29, 38, 51, 59, 63]"
lvbench:2483,lvbench,plain_dpp_8,"[1, 14, 38, 44, 51, 55, 59, 63]"
lvbench:2487,lvbench,mdp3_8,"[10, 12, 18, 22, 33, 38, 41, 44]"
lvbench:2487,lvbench,plain_dpp_8,"[10, 12, 18, 22, 25, 41, 44, 45]"
lvbench:2501,lvbench,mdp3_8,"[0, 1, 16, 47, 48, 50, 51, 62]"
lvbench:2501,lvbench,plain_dpp_8,"[0, 1, 14, 16, 47, 48, 50, 62]"
lvbench:2502,lvbench,mdp3_8,"[8, 12, 18, 39, 44, 50, 51, 58]"
lvbench:2502,lvbench,plain_dpp_8,"[8, 12, 18, 44, 45, 50, 51, 58]"
lvbench:252,lvbench,mdp3_8,"[0, 3, 15, 17, 32, 36, 48, 63]"
lvbench:252,lvbench,plain_dpp_8,"[3, 14, 15, 32, 36, 48, 50, 63]"
lvbench:254,lvbench,mdp3_8,"[3, 4, 12, 30, 33, 39, 43, 60]"
lvbench:254,lvbench,plain_dpp_8,"[4, 12, 30, 33, 39, 43, 60, 62]"
lvbench:255,lvbench,mdp3_8,"[3, 8, 12, 28, 33, 37, 39, 60]"
lvbench:255,lvbench,plain_dpp_8,"[3, 5, 12, 17, 28, 39, 48, 60]"
lvbench:2568,lvbench,mdp3_8,"[3, 4, 5, 8, 22, 31, 37, 55]"
lvbench:2568,lvbench,plain_dpp_8,"[3, 4, 5, 8, 20, 22, 31, 55]"
lvbench:2573,lvbench,mdp3_8,"[4, 5, 18, 20, 24, 32, 43, 49]"
lvbench:2573,lvbench,plain_dpp_8,"[4, 5, 18, 20, 24, 32, 43, 49]"
lvbench:2574,lvbench,mdp3_8,"[2, 3, 4, 5, 20, 24, 32, 52]"
lvbench:2574,lvbench,plain_dpp_8,"[2, 3, 4, 5, 18, 20, 32, 37]"
lvbench:2580,lvbench,mdp3_8,"[0, 3, 4, 5, 43, 53, 62, 63]"
lvbench:2580,lvbench,plain_dpp_8,"[0, 3, 4, 5, 8, 53, 62, 63]"
lvbench:2584,lvbench,mdp3_8,"[2, 3, 6, 22, 31, 47, 57, 63]"
lvbench:2584,lvbench,plain_dpp_8,"[2, 3, 6, 22, 31, 41, 47, 63]"
lvbench:2596,lvbench,mdp3_8,"[3, 6, 28, 31, 33, 34, 57, 61]"
lvbench:2596,lvbench,plain_dpp_8,"[3, 6, 28, 31, 33, 34, 57, 61]"
lvbench:2597,lvbench,mdp3_8,"[1, 2, 3, 9, 16, 36, 58, 63]"
lvbench:2597,lvbench,plain_dpp_8,"[1, 2, 3, 16, 36, 52, 58, 63]"
lvbench:2599,lvbench,mdp3_8,"[2, 3, 34, 36, 47, 52, 58, 63]"
lvbench:2599,lvbench,plain_dpp_8,"[2, 3, 5, 6, 16, 25, 36, 63]"
lvbench:26,lvbench,mdp3_8,"[0, 6, 30, 35, 41, 51, 62, 63]"
lvbench:26,lvbench,plain_dpp_8,"[0, 3, 30, 35, 48, 51, 62, 63]"
lvbench:2601,lvbench,mdp3_8,"[1, 3, 16, 21, 36, 39, 43, 63]"
lvbench:2601,lvbench,plain_dpp_8,"[1, 3, 21, 36, 39, 41, 43, 63]"
lvbench:2651,lvbench,mdp3_8,"[6, 11, 15, 26, 33, 36, 37, 43]"
lvbench:2651,lvbench,plain_dpp_8,"[6, 11, 15, 26, 33, 36, 43, 62]"
lvbench:2652,lvbench,mdp3_8,"[22, 28, 29, 32, 37, 38, 52, 63]"
lvbench:2652,lvbench,plain_dpp_8,"[28, 29, 30, 31, 32, 38, 52, 63]"
lvbench:2665,lvbench,mdp3_8,"[2, 5, 7, 16, 22, 44, 55, 63]"
lvbench:2665,lvbench,plain_dpp_8,"[2, 5, 7, 16, 22, 48, 55, 63]"
lvbench:2672,lvbench,mdp3_8,"[5, 15, 16, 22, 33, 42, 44, 45]"
lvbench:2672,lvbench,plain_dpp_8,"[5, 15, 16, 19, 22, 33, 42, 45]"
lvbench:2675,lvbench,mdp3_8,"[19, 20, 23, 26, 28, 29, 36, 43]"
lvbench:2675,lvbench,plain_dpp_8,"[2, 5, 19, 20, 23, 26, 28, 29]"
lvbench:2682,lvbench,mdp3_8,"[1, 15, 16, 18, 19, 38, 44, 45]"
lvbench:2682,lvbench,plain_dpp_8,"[1, 16, 18, 19, 21, 22, 38, 45]"
lvbench:2689,lvbench,mdp3_8,"[14, 29, 39, 50, 54, 55, 56, 62]"
lvbench:2689,lvbench,plain_dpp_8,"[14, 29, 39, 50, 54, 55, 56, 62]"
lvbench:2728,lvbench,mdp3_8,"[1, 4, 16, 19, 22, 23, 38, 53]"
lvbench:2728,lvbench,plain_dpp_8,"[1, 4, 16, 19, 21, 22, 23, 53]"
lvbench:2729,lvbench,mdp3_8,"[1, 4, 18, 22, 23, 33, 53, 62]"
lvbench:2729,lvbench,plain_dpp_8,"[1, 4, 10, 23, 33, 53, 62, 63]"
lvbench:2736,lvbench,mdp3_8,"[1, 7, 11, 23, 30, 38, 44, 62]"
lvbench:2736,lvbench,plain_dpp_8,"[1, 4, 7, 10, 23, 30, 44, 62]"
lvbench:274,lvbench,mdp3_8,"[10, 15, 16, 24, 29, 39, 59, 60]"
lvbench:274,lvbench,plain_dpp_8,"[10, 15, 16, 24, 29, 39, 59, 60]"
lvbench:2750,lvbench,mdp3_8,"[4, 11, 22, 23, 25, 38, 55, 61]"
lvbench:2750,lvbench,plain_dpp_8,"[1, 4, 6, 11, 22, 23, 25, 55]"
lvbench:2753,lvbench,mdp3_8,"[2, 13, 14, 16, 20, 25, 33, 43]"
lvbench:2753,lvbench,plain_dpp_8,"[2, 8, 13, 14, 16, 20, 25, 43]"
lvbench:2754,lvbench,mdp3_8,"[9, 10, 21, 38, 39, 46, 52, 54]"
lvbench:2754,lvbench,plain_dpp_8,"[21, 38, 39, 40, 46, 52, 54, 63]"
lvbench:2763,lvbench,mdp3_8,"[2, 10, 24, 26, 33, 46, 52, 54]"
lvbench:2763,lvbench,plain_dpp_8,"[2, 22, 24, 26, 33, 46, 52, 54]"
lvbench:2767,lvbench,mdp3_8,"[1, 3, 8, 20, 25, 47, 48, 60]"
lvbench:2767,lvbench,plain_dpp_8,"[1, 3, 5, 8, 20, 25, 48, 60]"
lvbench:277,lvbench,mdp3_8,"[3, 7, 10, 12, 28, 33, 37, 39]"
lvbench:277,lvbench,plain_dpp_8,"[3, 7, 10, 12, 33, 34, 39, 58]"
lvbench:2771,lvbench,mdp3_8,"[1, 12, 20, 25, 39, 40, 47, 50]"
lvbench:2771,lvbench,plain_dpp_8,"[1, 8, 12, 25, 39, 40, 47, 50]"
lvbench:2779,lvbench,mdp3_8,"[10, 15, 20, 24, 41, 46, 55, 62]"
lvbench:2779,lvbench,plain_dpp_8,"[15, 20, 24, 41, 46, 50, 55, 62]"
lvbench:278,lvbench,mdp3_8,"[4, 12, 15, 29, 42, 60, 61, 62]"
lvbench:278,lvbench,plain_dpp_8,"[3, 4, 15, 36, 42, 60, 61, 62]"
lvbench:2783,lvbench,mdp3_8,"[15, 17, 25, 32, 34, 43, 46, 47]"
lvbench:2783,lvbench,plain_dpp_8,"[15, 17, 25, 29, 31, 34, 46, 47]"
lvbench:2790,lvbench,mdp3_8,"[3, 6, 9, 13, 21, 36, 59, 60]"
lvbench:2790,lvbench,plain_dpp_8,"[3, 6, 13, 21, 36, 50, 51, 59]"
lvbench:2795,lvbench,mdp3_8,"[3, 6, 11, 13, 32, 41, 47, 60]"
lvbench:2795,lvbench,plain_dpp_8,"[3, 11, 32, 39, 41, 43, 47, 60]"
lvbench:2804,lvbench,mdp3_8,"[15, 25, 32, 34, 43, 46, 47, 48]"
lvbench:2804,lvbench,plain_dpp_8,"[15, 17, 25, 34, 43, 46, 47, 48]"
lvbench:2805,lvbench,mdp3_8,"[15, 17, 25, 31, 34, 43, 46, 57]"
lvbench:2805,lvbench,plain_dpp_8,"[15, 17, 25, 31, 34, 35, 43, 46]"
lvbench:2807,lvbench,mdp3_8,"[3, 15, 17, 25, 34, 47, 57, 62]"
lvbench:2807,lvbench,plain_dpp_8,"[15, 17, 25, 34, 46, 47, 57, 62]"
lvbench:2809,lvbench,mdp3_8,"[3, 15, 25, 34, 41, 43, 46, 47]"
lvbench:2809,lvbench,plain_dpp_8,"[3, 15, 25, 34, 41, 43, 46, 47]"
lvbench:2815,lvbench,mdp3_8,"[4, 5, 6, 9, 10, 42, 49, 60]"
lvbench:2815,lvbench,plain_dpp_8,"[2, 4, 5, 6, 9, 10, 12, 60]"
lvbench:2819,lvbench,mdp3_8,"[10, 11, 27, 30, 35, 39, 60, 62]"
lvbench:2819,lvbench,plain_dpp_8,"[10, 11, 12, 27, 30, 60, 62, 63]"
lvbench:2822,lvbench,mdp3_8,"[5, 6, 23, 24, 40, 44, 54, 59]"
lvbench:2822,lvbench,plain_dpp_8,"[4, 5, 6, 23, 24, 27, 40, 54]"
lvbench:2824,lvbench,mdp3_8,"[6, 19, 26, 28, 35, 44, 47, 51]"
lvbench:2824,lvbench,plain_dpp_8,"[4, 6, 19, 26, 28, 31, 44, 47]"
lvbench:2828,lvbench,mdp3_8,"[4, 6, 18, 40, 43, 49, 50, 59]"
lvbench:2828,lvbench,plain_dpp_8,"[4, 6, 18, 40, 43, 49, 50, 59]"
lvbench:2832,lvbench,mdp3_8,"[7, 10, 31, 40, 43, 49, 56, 63]"
lvbench:2832,lvbench,plain_dpp_8,"[7, 16, 31, 40, 43, 49, 56, 63]"
lvbench:2869,lvbench,mdp3_8,"[1, 6, 8, 13, 15, 49, 57, 58]"
lvbench:2869,lvbench,plain_dpp_8,"[1, 6, 8, 13, 15, 49, 57, 58]"
lvbench:288,lvbench,mdp3_8,"[11, 21, 24, 31, 32, 35, 55, 57]"
lvbench:288,lvbench,plain_dpp_8,"[11, 21, 31, 32, 34, 35, 55, 57]"
lvbench:2882,lvbench,mdp3_8,"[5, 6, 8, 19, 31, 45, 49, 57]"
lvbench:2882,lvbench,plain_dpp_8,"[5, 6, 8, 19, 31, 45, 49, 57]"
lvbench:2883,lvbench,mdp3_8,"[0, 7, 8, 15, 16, 23, 52, 55]"
lvbench:2883,lvbench,plain_dpp_8,"[0, 7, 8, 15, 16, 23, 52, 55]"
lvbench:2893,lvbench,mdp3_8,"[5, 8, 13, 24, 37, 44, 49, 57]"
lvbench:2893,lvbench,plain_dpp_8,"[5, 8, 13, 24, 37, 44, 49, 57]"
lvbench:2894,lvbench,mdp3_8,"[4, 5, 6, 8, 10, 47, 48, 49]"
lvbench:2894,lvbench,plain_dpp_8,"[4, 5, 6, 8, 10, 47, 48, 49]"
lvbench:2898,lvbench,mdp3_8,"[2, 4, 8, 20, 34, 36, 43, 63]"
lvbench:2898,lvbench,plain_dpp_8,"[4, 8, 20, 32, 34, 36, 43, 63]"
lvbench:2899,lvbench,mdp3_8,"[3, 6, 8, 22, 23, 38, 45, 51]"
lvbench:2899,lvbench,plain_dpp_8,"[3, 6, 8, 13, 22, 24, 45, 51]"
lvbench:2900,lvbench,mdp3_8,"[2, 3, 6, 8, 13, 38, 54, 57]"
lvbench:2900,lvbench,plain_dpp_8,"[2, 3, 6, 8, 11, 13, 26, 54]"
lvbench:2909,lvbench,mdp3_8,"[4, 11, 14, 15, 17, 23, 45, 57]"
lvbench:2909,lvbench,plain_dpp_8,"[4, 8, 11, 14, 15, 17, 23, 57]"
lvbench:2912,lvbench,mdp3_8,"[14, 17, 18, 34, 40, 51, 53, 54]"
lvbench:2912,lvbench,plain_dpp_8,"[14, 17, 18, 25, 34, 40, 51, 54]"
lvbench:2913,lvbench,mdp3_8,"[14, 15, 17, 18, 25, 51, 54, 57]"
lvbench:2913,lvbench,plain_dpp_8,"[14, 17, 18, 25, 51, 53, 54, 57]"
lvbench:2915,lvbench,mdp3_8,"[11, 23, 24, 27, 47, 54, 57, 60]"
lvbench:2915,lvbench,plain_dpp_8,"[11, 23, 24, 27, 47, 54, 57, 60]"
lvbench:294,lvbench,mdp3_8,"[21, 24, 31, 35, 47, 52, 55, 57]"
lvbench:294,lvbench,plain_dpp_8,"[21, 31, 32, 33, 35, 47, 52, 57]"
lvbench:2965,lvbench,mdp3_8,"[4, 5, 13, 27, 32, 34, 61, 63]"
lvbench:2965,lvbench,plain_dpp_8,"[4, 5, 13, 27, 32, 58, 61, 63]"
lvbench:297,lvbench,mdp3_8,"[10, 11, 19, 34, 36, 39, 41, 56]"
lvbench:297,lvbench,plain_dpp_8,"[10, 11, 19, 22, 36, 39, 41, 56]"
lvbench:2977,lvbench,mdp3_8,"[26, 28, 29, 31, 42, 45, 50, 61]"
lvbench:2977,lvbench,plain_dpp_8,"[28, 29, 32, 33, 42, 45, 50, 61]"
lvbench:2984,lvbench,mdp3_8,"[0, 19, 25, 50, 51, 52, 53, 58]"
lvbench:2984,lvbench,plain_dpp_8,"[0, 25, 44, 51, 52, 53, 58, 63]"
lvbench:302,lvbench,mdp3_8,"[21, 24, 31, 33, 35, 47, 55, 57]"
lvbench:302,lvbench,plain_dpp_8,"[21, 31, 33, 34, 35, 47, 55, 57]"
lvbench:3025,lvbench,mdp3_8,"[4, 6, 7, 15, 28, 29, 57, 58]"
lvbench:3025,lvbench,plain_dpp_8,"[4, 6, 7, 15, 17, 28, 29, 58]"
lvbench:3027,lvbench,mdp3_8,"[2, 4, 16, 28, 35, 42, 54, 57]"
lvbench:3027,lvbench,plain_dpp_8,"[4, 6, 16, 28, 35, 42, 54, 57]"
lvbench:303,lvbench,mdp3_8,"[21, 24, 31, 33, 34, 47, 55, 57]"
lvbench:303,lvbench,plain_dpp_8,"[21, 31, 33, 34, 35, 47, 55, 57]"
lvbench:3036,lvbench,mdp3_8,"[0, 2, 35, 46, 53, 54, 60, 62]"
lvbench:3036,lvbench,plain_dpp_8,"[2, 4, 28, 29, 46, 54, 60, 62]"
lvbench:304,lvbench,mdp3_8,"[11, 19, 21, 34, 35, 40, 51, 57]"
lvbench:304,lvbench,plain_dpp_8,"[11, 19, 21, 34, 35, 40, 51, 57]"
lvbench:3044,lvbench,mdp3_8,"[0, 3, 18, 35, 37, 46, 57, 61]"
lvbench:3044,lvbench,plain_dpp_8,"[0, 3, 18, 35, 39, 46, 54, 61]"
lvbench:3045,lvbench,mdp3_8,"[2, 3, 12, 35, 42, 45, 49, 59]"
lvbench:3045,lvbench,plain_dpp_8,"[3, 35, 42, 45, 49, 57, 58, 59]"
lvbench:3047,lvbench,mdp3_8,"[1, 4, 6, 28, 37, 46, 58, 61]"
lvbench:3047,lvbench,plain_dpp_8,"[4, 6, 15, 28, 37, 46, 58, 61]"
lvbench:307,lvbench,mdp3_8,"[4, 6, 17, 21, 26, 43, 45, 53]"
lvbench:307,lvbench,plain_dpp_8,"[4, 6, 17, 21, 26, 31, 45, 53]"
lvbench:3080,lvbench,mdp3_8,"[0, 4, 8, 12, 20, 22, 40, 63]"
lvbench:3080,lvbench,plain_dpp_8,"[0, 4, 8, 12, 20, 22, 50, 63]"
lvbench:3082,lvbench,mdp3_8,"[1, 4, 10, 22, 40, 44, 50, 57]"
lvbench:3082,lvbench,plain_dpp_8,"[4, 10, 18, 22, 40, 44, 50, 57]"
lvbench:3088,lvbench,mdp3_8,"[2, 28, 40, 43, 44, 49, 50, 57]"
lvbench:3088,lvbench,plain_dpp_8,"[2, 43, 46, 49, 50, 57, 58, 59]"
lvbench:3098,lvbench,mdp3_8,"[4, 46, 49, 50, 57, 61, 62, 63]"
lvbench:3098,lvbench,plain_dpp_8,"[4, 46, 49, 50, 57, 61, 62, 63]"
lvbench:3102,lvbench,mdp3_8,"[4, 30, 31, 34, 37, 46, 57, 61]"
lvbench:3102,lvbench,plain_dpp_8,"[30, 37, 39, 44, 46, 50, 57, 61]"
lvbench:3118,lvbench,mdp3_8,"[3, 6, 8, 22, 25, 44, 58, 62]"
lvbench:3118,lvbench,plain_dpp_8,"[3, 6, 13, 22, 25, 44, 58, 62]"
lvbench:3124,lvbench,mdp3_8,"[3, 8, 9, 19, 23, 47, 57, 58]"
lvbench:3124,lvbench,plain_dpp_8,"[3, 8, 9, 20, 23, 24, 32, 58]"
lvbench:3131,lvbench,mdp3_8,"[2, 4, 6, 25, 55, 59, 61, 62]"
lvbench:3131,lvbench,plain_dpp_8,"[1, 4, 6, 25, 28, 55, 59, 62]"
lvbench:3166,lvbench,mdp3_8,"[2, 10, 12, 21, 25, 34, 42, 50]"
lvbench:3166,lvbench,plain_dpp_8,"[2, 10, 23, 34, 36, 42, 50, 56]"
lvbench:3167,lvbench,mdp3_8,"[9, 11, 16, 21, 25, 35, 37, 50]"
lvbench:3167,lvbench,plain_dpp_8,"[2, 11, 16, 30, 37, 42, 50, 52]"
lvbench:3174,lvbench,mdp3_8,"[0, 1, 8, 32, 35, 36, 60, 62]"
lvbench:3174,lvbench,plain_dpp_8,"[1, 8, 32, 35, 36, 55, 60, 62]"
lvbench:3176,lvbench,mdp3_8,"[5, 11, 18, 33, 35, 36, 39, 59]"
lvbench:3176,lvbench,plain_dpp_8,"[5, 11, 18, 33, 35, 36, 39, 59]"
lvbench:3188,lvbench,mdp3_8,"[9, 12, 16, 21, 37, 42, 50, 56]"
lvbench:3188,lvbench,plain_dpp_8,"[16, 21, 37, 40, 42, 46, 50, 56]"
lvbench:3222,lvbench,mdp3_8,"[0, 7, 17, 30, 37, 52, 62, 63]"
lvbench:3222,lvbench,plain_dpp_8,"[0, 7, 17, 33, 37, 52, 61, 63]"
lvbench:3223,lvbench,mdp3_8,"[0, 33, 37, 41, 48, 61, 62, 63]"
lvbench:3223,lvbench,plain_dpp_8,"[0, 7, 33, 41, 48, 61, 62, 63]"
lvbench:3248,lvbench,mdp3_8,"[9, 17, 26, 41, 43, 49, 51, 61]"
lvbench:3248,lvbench,plain_dpp_8,"[17, 18, 33, 41, 43, 49, 51, 61]"
lvbench:3312,lvbench,mdp3_8,"[1, 6, 7, 9, 15, 37, 41, 55]"
lvbench:3312,lvbench,plain_dpp_8,"[1, 6, 7, 9, 15, 37, 41, 55]"
lvbench:3314,lvbench,mdp3_8,"[9, 10, 13, 20, 32, 38, 41, 59]"
lvbench:3314,lvbench,plain_dpp_8,"[9, 13, 14, 16, 20, 32, 38, 41]"
lvbench:3317,lvbench,mdp3_8,"[9, 32, 33, 34, 39, 41, 42, 63]"
lvbench:3317,lvbench,plain_dpp_8,"[13, 32, 33, 34, 39, 41, 42, 63]"
lvbench:3321,lvbench,mdp3_8,"[9, 41, 48, 53, 58, 59, 60, 62]"
lvbench:3321,lvbench,plain_dpp_8,"[9, 41, 48, 53, 58, 59, 60, 62]"
lvbench:3335,lvbench,mdp3_8,"[8, 13, 18, 22, 39, 41, 48, 50]"
lvbench:3335,lvbench,plain_dpp_8,"[8, 16, 22, 35, 36, 45, 50, 60]"
lvbench:3347,lvbench,mdp3_8,"[8, 16, 17, 36, 50, 51, 57, 60]"
lvbench:3347,lvbench,plain_dpp_8,"[8, 16, 17, 36, 50, 51, 57, 60]"
lvbench:3352,lvbench,mdp3_8,"[17, 18, 19, 22, 28, 35, 36, 57]"
lvbench:3352,lvbench,plain_dpp_8,"[17, 18, 19, 22, 27, 35, 36, 60]"
lvbench:3361,lvbench,mdp3_8,"[11, 14, 16, 17, 31, 32, 45, 57]"
lvbench:3361,lvbench,plain_dpp_8,"[11, 14, 16, 17, 32, 43, 45, 60]"
lvbench:3363,lvbench,mdp3_8,"[0, 14, 17, 37, 40, 58, 61, 63]"
lvbench:3363,lvbench,plain_dpp_8,"[0, 12, 14, 17, 40, 45, 58, 60]"
lvbench:3369,lvbench,mdp3_8,"[5, 9, 17, 18, 31, 57, 58, 60]"
lvbench:3369,lvbench,plain_dpp_8,"[9, 17, 18, 31, 49, 57, 58, 60]"
lvbench:3371,lvbench,mdp3_8,"[9, 10, 15, 21, 24, 37, 38, 55]"
lvbench:3371,lvbench,plain_dpp_8,"[9, 10, 17, 23, 24, 37, 53, 55]"
lvbench:3377,lvbench,mdp3_8,"[6, 9, 41, 47, 48, 50, 55, 63]"
lvbench:3377,lvbench,plain_dpp_8,"[6, 9, 22, 24, 41, 48, 50, 63]"
lvbench:3378,lvbench,mdp3_8,"[6, 12, 20, 22, 24, 33, 37, 41]"
lvbench:3378,lvbench,plain_dpp_8,"[6, 10, 20, 22, 24, 33, 37, 41]"
lvbench:3383,lvbench,mdp3_8,"[3, 21, 24, 28, 34, 48, 55, 62]"
lvbench:3383,lvbench,plain_dpp_8,"[21, 24, 34, 42, 48, 55, 59, 62]"
lvbench:3392,lvbench,mdp3_8,"[1, 6, 17, 22, 34, 37, 39, 50]"
lvbench:3392,lvbench,plain_dpp_8,"[6, 17, 20, 22, 34, 37, 38, 50]"
lvbench:3397,lvbench,mdp3_8,"[1, 2, 3, 17, 45, 50, 52, 59]"
lvbench:3397,lvbench,plain_dpp_8,"[1, 2, 3, 9, 17, 45, 50, 59]"
lvbench:341,lvbench,mdp3_8,"[2, 7, 10, 32, 37, 60, 61, 62]"
lvbench:341,lvbench,plain_dpp_8,"[2, 7, 10, 35, 37, 39, 60, 62]"
lvbench:3413,lvbench,mdp3_8,"[7, 10, 19, 25, 26, 30, 32, 39]"
lvbench:3413,lvbench,plain_dpp_8,"[0, 7, 10, 13, 19, 25, 26, 30]"
lvbench:3416,lvbench,mdp3_8,"[3, 12, 14, 25, 29, 30, 32, 51]"
lvbench:3416,lvbench,plain_dpp_8,"[3, 5, 7, 10, 23, 25, 30, 51]"
lvbench:3419,lvbench,mdp3_8,"[7, 13, 17, 22, 28, 30, 37, 38]"
lvbench:3419,lvbench,plain_dpp_8,"[7, 13, 17, 18, 22, 30, 37, 38]"
lvbench:3420,lvbench,mdp3_8,"[7, 10, 14, 22, 23, 25, 30, 32]"
lvbench:3420,lvbench,plain_dpp_8,"[7, 10, 14, 22, 23, 25, 30, 32]"
lvbench:3425,lvbench,mdp3_8,"[7, 18, 22, 25, 28, 32, 36, 46]"
lvbench:3425,lvbench,plain_dpp_8,"[3, 7, 18, 22, 25, 32, 35, 46]"
lvbench:3439,lvbench,mdp3_8,"[1, 7, 9, 18, 30, 33, 36, 51]"
lvbench:3439,lvbench,plain_dpp_8,"[1, 7, 9, 18, 28, 30, 33, 36]"
lvbench:3443,lvbench,mdp3_8,"[5, 7, 11, 16, 21, 48, 57, 59]"
lvbench:3443,lvbench,plain_dpp_8,"[5, 7, 11, 21, 33, 48, 57, 59]"
lvbench:3444,lvbench,mdp3_8,"[3, 5, 7, 11, 21, 39, 54, 56]"
lvbench:3444,lvbench,plain_dpp_8,"[3, 5, 7, 11, 21, 36, 39, 54]"
lvbench:3446,lvbench,mdp3_8,"[7, 9, 17, 33, 36, 38, 39, 40]"
lvbench:3446,lvbench,plain_dpp_8,"[7, 11, 17, 33, 36, 38, 39, 40]"
lvbench:3449,lvbench,mdp3_8,"[7, 9, 17, 26, 33, 36, 39, 48]"
lvbench:3449,lvbench,plain_dpp_8,"[7, 9, 19, 26, 33, 36, 39, 48]"
lvbench:3453,lvbench,mdp3_8,"[7, 14, 19, 22, 23, 43, 48, 54]"
lvbench:3453,lvbench,plain_dpp_8,"[7, 14, 19, 22, 23, 28, 44, 48]"
lvbench:3455,lvbench,mdp3_8,"[7, 16, 36, 39, 48, 54, 57, 61]"
lvbench:3455,lvbench,plain_dpp_8,"[7, 9, 16, 36, 39, 54, 57, 61]"
lvbench:3462,lvbench,mdp3_8,"[0, 6, 20, 23, 36, 37, 61, 63]"
lvbench:3462,lvbench,plain_dpp_8,"[0, 6, 20, 23, 36, 37, 61, 62]"
lvbench:3472,lvbench,mdp3_8,"[3, 7, 18, 23, 28, 40, 43, 57]"
lvbench:3472,lvbench,plain_dpp_8,"[3, 7, 18, 19, 23, 40, 43, 57]"
lvbench:3475,lvbench,mdp3_8,"[12, 27, 28, 29, 30, 32, 33, 41]"
lvbench:3475,lvbench,plain_dpp_8,"[27, 28, 29, 30, 33, 34, 41, 59]"
lvbench:3480,lvbench,mdp3_8,"[3, 17, 18, 36, 37, 38, 39, 57]"
lvbench:3480,lvbench,plain_dpp_8,"[3, 17, 18, 36, 37, 38, 39, 57]"
lvbench:3529,lvbench,mdp3_8,"[0, 12, 25, 31, 37, 57, 59, 63]"
lvbench:3529,lvbench,plain_dpp_8,"[0, 1, 12, 17, 25, 37, 59, 63]"
lvbench:353,lvbench,mdp3_8,"[7, 12, 21, 35, 41, 45, 51, 59]"
lvbench:353,lvbench,plain_dpp_8,"[7, 12, 35, 41, 45, 50, 51, 59]"
lvbench:3533,lvbench,mdp3_8,"[0, 10, 23, 25, 28, 44, 49, 59]"
lvbench:3533,lvbench,plain_dpp_8,"[0, 10, 23, 25, 49, 54, 57, 59]"
lvbench:3535,lvbench,mdp3_8,"[1, 9, 12, 15, 17, 43, 54, 61]"
lvbench:3535,lvbench,plain_dpp_8,"[1, 12, 15, 17, 36, 54, 55, 59]"
lvbench:3544,lvbench,mdp3_8,"[0, 1, 6, 23, 28, 49, 59, 63]"
lvbench:3544,lvbench,plain_dpp_8,"[0, 1, 23, 28, 49, 55, 59, 63]"
lvbench:357,lvbench,mdp3_8,"[6, 11, 17, 35, 46, 53, 60, 62]"
lvbench:357,lvbench,plain_dpp_8,"[17, 32, 35, 37, 46, 53, 60, 62]"
lvbench:3630,lvbench,mdp3_8,"[8, 16, 20, 29, 33, 43, 46, 52]"
lvbench:3630,lvbench,plain_dpp_8,"[0, 7, 8, 20, 41, 46, 52, 53]"
lvbench:3633,lvbench,mdp3_8,"[0, 14, 20, 29, 34, 52, 61, 62]"
lvbench:3633,lvbench,plain_dpp_8,"[0, 4, 14, 20, 29, 30, 34, 52]"
lvbench:3642,lvbench,mdp3_8,"[0, 18, 22, 29, 43, 52, 60, 62]"
lvbench:3642,lvbench,plain_dpp_8,"[0, 18, 29, 37, 43, 52, 60, 62]"
lvbench:3646,lvbench,mdp3_8,"[7, 14, 20, 22, 53, 57, 60, 62]"
lvbench:3646,lvbench,plain_dpp_8,"[5, 7, 20, 22, 53, 57, 60, 62]"
lvbench:37,lvbench,mdp3_8,"[7, 18, 25, 26, 35, 52, 53, 62]"
lvbench:37,lvbench,plain_dpp_8,"[7, 25, 26, 30, 35, 52, 53, 62]"
lvbench:3783,lvbench,mdp3_8,"[2, 10, 14, 19, 25, 47, 54, 60]"
lvbench:3783,lvbench,plain_dpp_8,"[2, 4, 10, 14, 18, 19, 25, 57]"
lvbench:3785,lvbench,mdp3_8,"[0, 2, 10, 18, 25, 57, 60, 63]"
lvbench:3785,lvbench,plain_dpp_8,"[2, 3, 10, 18, 19, 49, 57, 63]"
lvbench:3787,lvbench,mdp3_8,"[2, 18, 19, 25, 47, 54, 57, 63]"
lvbench:3787,lvbench,plain_dpp_8,"[2, 10, 18, 19, 25, 54, 57, 63]"
lvbench:3789,lvbench,mdp3_8,"[17, 19, 27, 31, 47, 54, 56, 63]"
lvbench:3789,lvbench,plain_dpp_8,"[17, 19, 27, 31, 47, 54, 56, 63]"
lvbench:3791,lvbench,mdp3_8,"[14, 18, 19, 22, 47, 54, 57, 60]"
lvbench:3791,lvbench,plain_dpp_8,"[2, 18, 19, 22, 47, 54, 57, 60]"
lvbench:3792,lvbench,mdp3_8,"[2, 10, 19, 25, 54, 57, 60, 63]"
lvbench:3792,lvbench,plain_dpp_8,"[2, 18, 19, 54, 57, 60, 61, 63]"
lvbench:3798,lvbench,mdp3_8,"[4, 18, 25, 27, 33, 49, 51, 60]"
lvbench:3798,lvbench,plain_dpp_8,"[2, 18, 27, 33, 49, 51, 59, 60]"
