model,benchmark,item_id,context_index,pair_type,a,ab,b,baseline,interaction,absolute_interaction,source_video_id,candidate_a_time,candidate_b_time,evidence_pair,utility_a,utility_b,main_abs_sum,main_abs_max,main_abs_difference,main_signed_sum,baseline_magnitude,temporal_distance,main_abs_sum_squared,outside_common_support,selection_group,magnitude_quartile,case_id,question,options,answer,frame_a_image,frame_b_image
qwen3_vl_32b,lvbench,lvbench:4461,2,evidence_evidence,8.220584786351537,13.838108062744595,12.9564976692227,-13.37500131130605,-20.71397570413569,20.71397570413569,CgvJqGxzRfE,852.3333333333334,853.6666666666666,1.0,21.595586097657588,26.33149898052875,47.92708507818634,26.33149898052875,4.735912882871162,47.92708507818634,13.37500131130605,1.3333333333332575,2297.0054840917114,False,stress_negative_evidence_evidence,,case_041,What instrument is the eighth contestant playing?,"[""Piano"", ""Cello"", ""Erhu"", ""Guitar""]",D,images/case_041_a.jpg,images/case_041_b.jpg
qwen3_vl_32b,lvbench,lvbench:2965,0,evidence_evidence,18.863357543945312,18.630661010742188,18.605051040649414,-1.7840407192707062,-20.621788293123245,20.621788293123245,JPPMz8fEml0,135.33333333333334,136.66666666666666,1.0,20.64739826321602,20.38909175992012,41.03649002313614,20.64739826321602,0.25830650329589844,41.03649002313614,1.7840407192707062,1.3333333333333144,1683.9935134189518,False,stress_negative_evidence_evidence,,case_042,What is the discount on the vlogger's merchandise?,"[""50% off"", ""30% off"", ""20% off"", ""40% off""]",B,images/case_042_a.jpg,images/case_042_b.jpg
qwen3_vl_32b,lvbench,lvbench:913,2,evidence_evidence,18.560327529907227,17.28563117980957,16.78411293029785,-2.3590363040566444,-20.417845584452152,20.417845584452152,5dZ_lvDgevk,5190.333333333333,5191.666666666667,1.0,20.91936383396387,19.143149234354496,40.06251306831837,20.91936383396387,1.776214599609375,40.06251306831837,2.3590363040566444,1.3333333333339397,1605.00495334918,False,stress_negative_evidence_evidence,,case_043,Which account's Facebook page is displayed with 28402 likes?,"[""Pope Benedict XVI"", ""Hillary Clinton"", ""Tell Me Now"", ""Your News Wire""]",D,images/case_043_a.jpg,images/case_043_b.jpg
qwen3_vl_4b,lvbench,lvbench:5127,1,evidence_evidence,11.828088164355904,11.709482550654684,11.9280272722458,-8.12767159868963,-20.17430448463665,20.17430448463665,JTa_Ue2MSwc,7.333333333333333,8.666666666666666,1.0,19.955759763045535,20.05569887093543,40.011458633980965,20.05569887093543,0.09993910788989524,40.011458633980965,8.12767159868963,1.333333333333333,1600.9168220187698,False,stress_negative_evidence_evidence,,case_044,"What words appear to the right of ""Jerry Springer"" when the background is a girl with pink curly hair?","[""You're Cheating With My Co-Worker"", ""I Stole Your Dog And Your Man"", ""Real Girlfriend Vs. Online Girlfriend"", ""Watch Your Mouth And Your Man""]",D,images/case_044_a.jpg,images/case_044_b.jpg
qwen3_vl_32b,lvbench,lvbench:5171,0,evidence_evidence,19.132301330566406,19.072795867919922,18.71515464782715,-0.9198460578918457,-19.69450616836548,19.69450616836548,20lTg3yUrO4,1241.3333333333333,1242.6666666666667,1.0,20.052147388458252,19.635000705718994,39.687148094177246,20.052147388458252,0.4171466827392578,39.687148094177246,0.9198460578918457,1.333333333333485,1575.0697238491566,False,stress_negative_evidence_evidence,,case_045,How many parcels of Cannabis do men arrest with in Kogi State?,"[""520"", ""600"", ""500"", ""620""]",D,images/case_045_a.jpg,images/case_045_b.jpg
qwen3_vl_32b,lvbench,lvbench:3166,2,evidence_evidence,17.488357543945312,17.669780731201172,16.69855499267578,-2.759162724018097,-19.27629452943802,19.27629452943802,uusf1qG_uZ4,52.333333333333336,54.666666666666664,1.0,20.24752026796341,19.457717716693878,39.70523798465729,20.24752026796341,0.7898025512695312,39.70523798465729,2.759162724018097,2.3333333333333286,1576.505923418272,False,stress_negative_evidence_evidence,,case_046,What is the first exercise the substitute daycare teacher does with these infants?,"[""Sit-ups"", ""Push-ups"", ""Hands-up"", ""Jumping jacks""]",D,images/case_046_a.jpg,images/case_046_b.jpg
qwen3_vl_32b,lvbench,lvbench:1102,2,evidence_evidence,20.223773956298828,20.398046493530273,20.31864356994629,1.2201298773288727,-18.92424115538597,18.92424115538597,EpMLAQbSYAw,5052.333333333333,5053.666666666667,1.0,19.003644078969955,19.098513692617416,38.10215777158737,19.098513692617416,0.09486961364746094,38.10215777158737,1.2201298773288727,1.3333333333339397,1451.774426850936,False,stress_negative_evidence_evidence,,case_047,What colour is Tom Kertis's clothes?,"[""Yellow"", ""White"", ""Black"", ""Blue""]",D,images/case_047_a.jpg,images/case_047_b.jpg
qwen3_vl_32b,lvbench,lvbench:3166,0,evidence_evidence,18.295225143432617,18.89316177368164,18.185327529907227,-1.2672965377569199,-18.854687437415123,18.854687437415123,uusf1qG_uZ4,52.333333333333336,54.666666666666664,1.0,19.562521681189537,19.452624067664146,39.01514574885368,19.562521681189537,0.10989761352539062,39.01514574885368,1.2672965377569199,2.3333333333333286,1522.1815978042957,False,stress_negative_evidence_evidence,,case_048,What is the first exercise the substitute daycare teacher does with these infants?,"[""Sit-ups"", ""Push-ups"", ""Hands-up"", ""Jumping jacks""]",D,images/case_048_a.jpg,images/case_048_b.jpg
qwen3_vl_32b,lvbench,lvbench:5003,0,evidence_evidence,15.754469633102445,16.105051040649414,16.925899505615234,-2.2599126771092415,-18.835230775177507,18.835230775177507,4LA_tH-VSnQ,2368.3333333333335,2369.6666666666665,1.0,18.014382310211687,19.185812182724476,37.20019449293616,19.185812182724476,1.171429872512789,37.20019449293616,2.2599126771092415,1.3333333333330302,1383.854470312278,False,stress_negative_evidence_evidence,,case_049,How do the two audience in the front row look at 39:29?,"[""They appear skeptical"", ""They look very surprised"", ""They look very happy"", ""They are moved to tears""]",B,images/case_049_a.jpg,images/case_049_b.jpg
qwen3_vl_32b,nextgqa,nextgqa:5412696114:0,2,outside_outside,-1.125025600194931,2.3748996779322624,-1.9788742065429688e-05,9.799305798158457,13.299250865027716,13.299250865027716,5412696114,0.988,15.97009375,0.0,-10.924331398353388,-9.799325586900522,20.72365698525391,10.924331398353388,1.1250058114528656,-20.72365698525391,9.799305798158457,14.98209375,429.4699588424632,False,stress_positive_outside_outside,,case_050,why did the baby fall over,"[""tripped over the toy"", ""pushed by dog"", ""lose balance when trying reach forward"", ""to jump into the pool"", ""girl pushes baby""]",C,images/case_050_a.jpg,images/case_050_b.jpg
qwen3_vl_32b,nextgqa,nextgqa:4930378590:0,2,outside_outside,12.041806936281773,11.246491789902393,-2.2562726959586143,11.607956409495273,13.068913959074507,13.068913959074507,4930378590,13.3169911875,18.69283040625,0.0,0.43385052678650027,-13.864229105453887,14.298079632240388,13.864229105453887,13.430378578667387,-13.430378578667387,11.607956409495273,5.37583921875,204.4350811698874,False,stress_positive_outside_outside,,case_051,why is the man on the most right sitting down,"[""play guzheng"", ""watching the show"", ""listening to teacher"", ""caress dog"", ""watching television""]",A,images/case_051_a.jpg,images/case_051_b.jpg
perception_lm_8b,nextgqa,nextgqa:5412696114:0,2,outside_outside,-3.9062697999179363,-8.843752633445547,-10.79687738443863,6.3944449062692,12.25383945718022,12.25383945718022,5412696114,0.988,15.97009375,0.0,-10.300714706187136,-17.19132229070783,27.492036996894967,17.19132229070783,6.890607584520694,-27.492036996894967,6.3944449062692,14.98209375,755.8120982386416,False,stress_positive_outside_outside,,case_052,why did the baby fall over,"[""tripped over the toy"", ""pushed by dog"", ""lose balance when trying reach forward"", ""to jump into the pool"", ""girl pushes baby""]",C,images/case_052_a.jpg,images/case_052_b.jpg
qwen3_vl_4b,herbench,herbench:FAM_371890,2,outside_outside,-11.750000715292117,10.66554307964907,1.7483903020620346,-8.500436653906945,12.166716838972206,12.166716838972206,P08-20240618-163547,39.562,672.863078125,0.0,-3.249564061385172,10.24882695596898,13.498391017354152,10.24882695596898,6.999262894583808,6.999262894583808,8.500436653906945,633.301078125,182.20656005738726,False,stress_positive_outside_outside,,case_053,Which of the following actions did NOT occur in the video?,"[""tap phone keyboard"", ""put down phone"", ""pick up weighing scale"", ""pick up kettle"", ""open refrigerator door""]",D,images/case_053_a.jpg,images/case_053_b.jpg
internvl35_38b,nextgqa,nextgqa:4930378590:0,2,outside_outside,10.277747989293857,10.80058062097305,-3.125647772103548,7.837870675575687,11.486351079358428,11.486351079358428,4930378590,13.3169911875,18.69283040625,0.0,2.4398773137181706,-10.963518447679235,13.403395761397405,10.963518447679235,8.523641133961064,-8.523641133961064,7.837870675575687,5.37583921875,179.65101793664593,False,stress_positive_outside_outside,,case_054,why is the man on the most right sitting down,"[""play guzheng"", ""watching the show"", ""listening to teacher"", ""caress dog"", ""watching television""]",A,images/case_054_a.jpg,images/case_054_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:5412696114:0,2,outside_outside,-1.5001196712255478,-2.500022552907467,-2.8750174827873707,9.368381027052237,11.243495628157689,11.243495628157689,5412696114,0.988,15.97009375,0.0,-10.868500698277785,-12.243398509839608,23.111899208117393,12.243398509839608,1.374897811561823,-23.111899208117393,9.368381027052237,14.98209375,534.1598850061773,False,stress_positive_outside_outside,,case_055,why did the baby fall over,"[""tripped over the toy"", ""pushed by dog"", ""lose balance when trying reach forward"", ""to jump into the pool"", ""girl pushes baby""]",C,images/case_055_a.jpg,images/case_055_b.jpg
internvl35_8b,nextgqa,nextgqa:4930378590:0,2,outside_outside,7.896218726673396,6.5728399977087975,-5.251068574376404,6.698003336787224,10.62569318219903,10.62569318219903,4930378590,13.3169911875,18.69283040625,0.0,1.1982153898861725,-11.949071911163628,13.1472873010498,11.949071911163628,10.750856521277456,-10.750856521277456,6.698003336787224,5.37583921875,172.85116337634534,False,stress_positive_outside_outside,,case_056,why is the man on the most right sitting down,"[""play guzheng"", ""watching the show"", ""listening to teacher"", ""caress dog"", ""watching television""]",A,images/case_056_a.jpg,images/case_056_b.jpg
qwen3_vl_32b,nextgqa,nextgqa:3672431760:8,2,outside_outside,-2.3767486959695816,-0.6514228284358978,-1.5087117552757263,7.192770286870655,10.426807909680065,10.426807909680065,3672431760,0.51051,6.540909375,0.0,-9.569518982840236,-8.701482042146381,18.271001024986617,9.569518982840236,0.8680369406938553,-18.271001024986617,7.192770286870655,6.030399375,333.82947845506203,False,stress_positive_outside_outside,,case_057,how does the lady react when the dog fetches the twig,"[""follow"", ""look at girl"", ""watches dog run away"", ""move backwards"", ""touch lady s head""]",C,images/case_057_a.jpg,images/case_057_b.jpg
internvl35_38b,nextgqa,nextgqa:5412696114:0,2,outside_outside,-3.8751221746206284,-5.625012971227989,-6.500012114178389,4.940991790499538,9.691113108070567,9.691113108070567,5412696114,0.988,15.97009375,0.0,-8.816113965120167,-11.441003904677927,20.257117869798094,11.441003904677927,2.624889939557761,-20.257117869798094,4.940991790499538,14.98209375,410.35082439089325,False,stress_positive_outside_outside,,case_058,why did the baby fall over,"[""tripped over the toy"", ""pushed by dog"", ""lose balance when trying reach forward"", ""to jump into the pool"", ""girl pushes baby""]",C,images/case_058_a.jpg,images/case_058_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:3672431760:8,2,outside_outside,-3.250530056655407,-2.625478185713291,1.1206054091453552,9.056630856634001,8.561077318430762,8.561077318430762,3672431760,0.51051,6.540909375,0.0,-12.307160913289408,-7.936025447488646,20.243186360778054,12.307160913289408,4.371135465800762,-20.243186360778054,9.056630856634001,6.030399375,409.78659403719064,False,stress_positive_outside_outside,,case_059,how does the lady react when the dog fetches the twig,"[""follow"", ""look at girl"", ""watches dog run away"", ""move backwards"", ""touch lady s head""]",C,images/case_059_a.jpg,images/case_059_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:4188739935:0,1,outside_outside,-3.129957612603903,7.357477152952924,6.937783115834463,4.321890429593623,7.8715420793159865,7.8715420793159865,4188739935,1.4120773333333332,27.822336208333333,0.0,-7.4518480421975255,2.6158926862408407,10.067740728438366,7.4518480421975255,4.835955355956685,-4.835955355956685,4.321890429593623,26.410258875,101.35940337505669,True,stress_positive_outside_outside,,case_060,why does the boy raise his left hand at the start of the video,"[""take something from adult"", ""to dance on the floor"", ""look at something"", ""scratch his face"", ""to pose for the camera""]",E,images/case_060_a.jpg,images/case_060_b.jpg
qwen3_vl_4b,herbench,herbench:FAM_306677,2,outside_outside,5.105396939441562,5.828527121804655,-6.500405141385272,0.5917651653289795,7.8153004890773445,7.8153004890773445,P02-20240211-104948,13.214380208333335,113.90494270833334,0.0,4.513631774112582,-7.092170306714252,11.605802080826834,7.092170306714252,2.5785385326016694,-2.5785385326016694,0.5917651653289795,100.6905625,134.69464193932447,False,stress_positive_outside_outside,,case_061,Which of the following actions did NOT occur in the video?,"[""grab frangipane"", ""place frangipane"", ""place down frangipane"", ""pick up can of pringles"", ""pick up spatula""]",E,images/case_061_a.jpg,images/case_061_b.jpg
qwen3_vl_32b,nextgqa,nextgqa:5372042516:8,0,outside_outside,-0.951556384563446,8.43379023054149,9.850242258511571,7.482493320538197,7.017597677131562,7.017597677131562,5372042516,19.008442578125,21.856412703125,0.0,-8.434049705101643,2.3677489379733743,10.801798643075017,8.434049705101643,6.0663007671282685,-6.0663007671282685,7.482493320538197,2.847970125,116.67885392553728,True,stress_positive_outside_outside,,case_062,what did the boy do before the girl blew out the candles,"[""look at cake"", ""blow with him"", ""copy the man"", ""take pictures"", ""happy""]",D,images/case_062_a.jpg,images/case_062_b.jpg
qwen3_vl_4b,lvbench,lvbench:1915,2,outside_outside,-3.752560369670391,-5.375592898577452,-6.500461969990283,2.0953144282102585,6.972743869293481,6.972743869293481,lDlA7cfNk8A,89.99466666666667,1530.6124166666668,0.0,-5.84787479788065,-8.595776398200542,14.443651196081191,8.595776398200542,2.747901600319892,-14.443651196081191,2.0953144282102585,1440.6177500000001,208.61905987405763,False,stress_positive_outside_outside,,case_063,What color stool does the royal family sit on?,"[""Blue and gold"", ""Red and gold"", ""Yellow and gold"", ""Green and gold""]",A,images/case_063_a.jpg,images/case_063_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:2956081853:7,2,outside_outside,9.977240921143675,7.939313713635784,-2.507641978561878,6.308421479538083,6.77813625059207,6.77813625059207,2956081853,0.36036,4.802923125,0.0,3.668819441605592,-8.816063458099961,12.484882899705553,8.816063458099961,5.147244016494369,-5.147244016494369,6.308421479538083,4.442563125,155.87230101936015,True,stress_positive_outside_outside,,case_064,what does the boy do after feeding the girl at the end,"[""look down"", ""turn to her"", ""pat her stomach"", ""look at camera"", ""stretch out arm""]",A,images/case_064_a.jpg,images/case_064_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:3065858527:5,2,outside_outside,9.219471101896488,8.725299609970534,0.23927795886993408,7.359067523444537,6.625618072648649,6.625618072648649,3065858527,0.9856622851365017,16.325031597573307,0.0,1.860403578451951,-7.119789564574603,8.980193143026554,7.119789564574603,5.259385986122652,-5.259385986122652,7.359067523444537,15.339369312436805,80.64386888606114,True,stress_positive_outside_outside,,case_065,why did the man turned the camera to face him at the end of the video,"[""show the video"", ""smile at camera"", ""playing guitar"", ""he is happy"", ""to talk""]",E,images/case_065_a.jpg,images/case_065_b.jpg
internvl35_8b,nextgqa,nextgqa:5412696114:0,2,outside_outside,-0.878868579864502,-1.5015718340873718,-2.000439092516899,5.165238298475742,6.542974136769772,6.542974136769772,5412696114,0.988,15.97009375,0.0,-6.044106878340244,-7.1656773909926414,13.209784269332886,7.1656773909926414,1.1215705126523972,-13.209784269332886,5.165238298475742,14.98209375,174.49840044231456,False,stress_positive_outside_outside,,case_066,why did the baby fall over,"[""tripped over the toy"", ""pushed by dog"", ""lose balance when trying reach forward"", ""to jump into the pool"", ""girl pushes baby""]",C,images/case_066_a.jpg,images/case_066_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:2623063774:6,2,outside_outside,-6.126424802467227,4.056603802368045,-1.2881696224212646,-5.13743394240737,6.333764284849167,6.333764284849167,2623063774,0.7020346666666667,14.934690604166665,0.0,-0.9889908600598574,3.849264319986105,4.838255180045962,3.849264319986105,2.8602734599262476,2.8602734599262476,5.13743394240737,14.232655937499999,23.408713187241588,True,stress_positive_outside_outside,,case_067,what did the boy do after the person with socks walked past the boy,"[""touch water"", ""move backwards"", ""following him"", ""look at the person"", ""hit the camera""]",D,images/case_067_a.jpg,images/case_067_b.jpg
qwen3_vl_32b,lvbench,lvbench:1915,2,outside_outside,-3.75056772865355,-6.626210072194226,-7.001128567149863,1.744563803076744,5.870050026685931,5.870050026685931,lDlA7cfNk8A,89.99466666666667,1530.6124166666668,0.0,-5.495131531730294,-8.745692370226607,14.240823901956901,8.745692370226607,3.2505608384963125,-14.240823901956901,1.744563803076744,1440.6177500000001,202.80106540654697,False,stress_positive_outside_outside,,case_068,What color stool does the royal family sit on?,"[""Blue and gold"", ""Red and gold"", ""Yellow and gold"", ""Green and gold""]",A,images/case_068_a.jpg,images/case_068_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:4124400853:8,1,outside_outside,-5.1348174987360835,0.9866687953472137,-8.2517399903154,-8.626958022359759,5.746268262038939,5.746268262038939,4124400853,1.1291280000000001,17.7220168125,0.0,3.492140523623675,0.37521803204435855,3.8673585556680337,3.492140523623675,3.1169224915793166,3.8673585556680337,8.626958022359759,16.5928888125,14.95646219809874,True,stress_positive_outside_outside,,case_069,why did the lady raised the baby up in the middle of the video,"[""playing with baby"", ""to grab a book"", ""to get boy attention"", ""readjust baby s position"", ""attract baby""]",D,images/case_069_a.jpg,images/case_069_b.jpg
qwen3_vl_4b,herbench,herbench:FAM_342760,2,outside_outside,-9.875034335378587,4.801682183519006,5.439298971556127,-3.5007935147732496,5.736624032568216,5.736624032568216,P05-20240425-083515,3.9386666666666668,72.24991666666665,0.0,-6.374240820605337,8.940092486329377,15.314333306934714,8.940092486329377,2.5658516657240398,2.5658516657240398,3.5007935147732496,68.31124999999999,234.5288046358899,False,stress_positive_outside_outside,,case_070,Which of the following actions did NOT occur in the video?,"[""put down spoon"", ""pick up bowl of porridge"", ""place spatula"", ""open microwave door"", ""place porridge""]",C,images/case_070_a.jpg,images/case_070_b.jpg
internvl35_8b,herbench,herbench:FAM_306677,2,outside_outside,0.07502663135528564,0.7429488599300385,-3.764446746557951,0.5315974354743958,4.9639664106070995,4.9639664106070995,P02-20240211-104948,13.214380208333335,113.90494270833334,0.0,-0.4565708041191101,-4.296044182032347,4.752614986151457,4.296044182032347,3.8394733779132366,-4.752614986151457,0.5315974354743958,100.6905625,22.587349206591412,False,stress_positive_outside_outside,,case_071,Which of the following actions did NOT occur in the video?,"[""grab frangipane"", ""place frangipane"", ""place down frangipane"", ""pick up can of pringles"", ""pick up spatula""]",E,images/case_071_a.jpg,images/case_071_b.jpg
qwen3_vl_32b,lvbench,lvbench:3317,1,outside_outside,-4.753205110318959,0.21130013465881348,-5.503614789806306,-5.505943439900875,4.9621765948832035,4.9621765948832035,Va_9Q6ekm60,42.605896666666666,706.6587392447916,0.0,0.7527383295819163,0.0023286500945687294,0.7550669796764851,0.7527383295819163,0.7504096794873476,0.7550669796764851,5.505943439900875,664.0528425781249,0.5701261437977695,True,stress_positive_outside_outside,,case_072,What does the shop assistant do before rolling matcha dough?,"[""She puts matcha dough on the chopping board"", ""She puts matcha dough in a bag"", ""She puts matcha dough in the box"", ""She puts the dough in the refrigerator""]",B,images/case_072_a.jpg,images/case_072_b.jpg
perception_lm_8b,nextgqa,nextgqa:2956081853:7,2,outside_outside,1.870506927371025,-0.010279357433319092,-5.051661316305399,1.6907382607460022,4.861613292247057,4.861613292247057,2956081853,0.36036,4.802923125,0.0,0.1797686666250229,-6.742399577051401,6.922168243676424,6.742399577051401,6.562630910426378,-6.562630910426378,1.6907382607460022,4.442563125,47.91641319376235,True,stress_positive_outside_outside,,case_073,what does the boy do after feeding the girl at the end,"[""look down"", ""turn to her"", ""pat her stomach"", ""look at camera"", ""stretch out arm""]",A,images/case_073_a.jpg,images/case_073_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:4177758139:5,0,outside_outside,-1.2522168159484863,-5.938364237546921,-4.15626659989357,5.245718012098223,4.7158371903933585,4.7158371903933585,4177758139,1.7997980000000002,23.313008468750002,0.0,-6.497934828046709,-9.401984611991793,15.899919440038502,9.401984611991793,2.9040497839450836,-15.899919440038502,5.245718012098223,21.513210468750003,252.80743819971428,False,stress_positive_outside_outside,,case_074,what did the boy do after the girl finished talking near the end of the video,"[""drinks"", ""look at boy"", ""talk"", ""look over fence of porch"", ""push box to where he started""]",C,images/case_074_a.jpg,images/case_074_b.jpg
qwen3_vl_4b,lvbench,lvbench:1558,1,outside_outside,8.945043810759671,10.525195002916007,11.070626020551572,-5.369613289833069,-14.860088118228305,14.860088118228305,IsdbCjlZ5cQ,135.94647733333335,2312.1521965208335,0.0,14.31465710059274,16.44023931038464,30.75489641097738,16.44023931038464,2.125582209791901,30.75489641097738,5.369613289833069,2176.2057191875,945.8636532499494,False,stress_negative_outside_outside,,case_075,Who are the main individuals featured in this video?,"[""Jane Mayer"", ""James Clapper"", ""Matt Apuzzo"", ""Donald John Trump""]",D,images/case_075_a.jpg,images/case_075_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:3579030253:9,2,outside_outside,5.279028965625912,-6.75567761529237,9.568451645427558,8.58131148191751,-13.02184674442833,13.02184674442833,3579030253,1.7997980000000002,32.84631350000001,0.0,-3.302282516291598,0.9871401635100483,4.289422679801646,3.302282516291598,2.3151423527815496,-2.3151423527815496,8.58131148191751,31.04651550000001,18.399146925996735,True,stress_negative_outside_outside,,case_076,what was the dog in the background doing,"[""play with green toy"", ""resting and watching"", ""let out tongue"", ""hop forward"", ""sniff around""]",B,images/case_076_a.jpg,images/case_076_b.jpg
qwen3_vl_32b,lvbench,lvbench:2754,1,outside_outside,13.6294696331031,12.361817955979404,11.575623750730301,0.015912234783172607,-12.827363193070823,12.827363193070823,evYm0cELO3I,108.36759266666667,1843.0956971510418,0.0,13.613557398319927,11.559711515947129,25.173268914267055,13.613557398319927,2.053845882372798,25.173268914267055,0.015912234783172607,1734.728104484375,633.693467830004,False,stress_negative_outside_outside,,case_077,Which animal appears at 00:07?,"[""Manatee"", ""Sea turtle"", ""Lobster"", ""Clownfish""]",C,images/case_077_a.jpg,images/case_077_b.jpg
qwen3_vl_32b,nextgqa,nextgqa:3579030253:9,2,outside_outside,3.3109958842396736,-9.090012326836586,11.816607713726626,12.94373559952055,-11.273880325282335,11.273880325282335,3579030253,1.7997980000000002,32.84631350000001,0.0,-9.632739715280877,-1.127127885793925,10.759867601074802,9.632739715280877,8.505611829486952,-10.759867601074802,12.94373559952055,31.04651550000001,115.77475079265922,True,stress_negative_outside_outside,,case_078,what was the dog in the background doing,"[""play with green toy"", ""resting and watching"", ""let out tongue"", ""hop forward"", ""sniff around""]",B,images/case_078_a.jpg,images/case_078_b.jpg
qwen3_vl_32b,nextgqa,nextgqa:4220559457:8,2,outside_outside,11.112078905218368,-6.75009735848289,4.873720394447446,11.485051393561662,-11.250845264587042,11.250845264587042,4220559457,0.9976633333333333,12.268141302083333,0.0,-0.37297248834329366,-6.611330999114216,6.98430348745751,6.611330999114216,6.238358510770922,-6.98430348745751,11.485051393561662,11.270477968749999,48.780495204911134,True,stress_negative_outside_outside,,case_079,what does the dog do after dropping the pillow from its mouth,"[""go to the back of cage"", ""lie on it"", ""lie and hug cat"", ""put into mouth again"", ""went under sofa""]",B,images/case_079_a.jpg,images/case_079_b.jpg
qwen3_vl_32b,nextgqa,nextgqa:6764483319:7,0,outside_outside,4.991003990639001,-5.250115052331239,6.239330762415193,5.99355960637331,-10.486890199012123,10.486890199012123,6764483319,0.24357666666666666,6.140796119791666,0.0,-1.002555615734309,0.24577115604188293,1.248326771776192,1.002555615734309,0.756784459692426,-0.756784459692426,5.99355960637331,5.8972194531249995,1.5583197291331687,True,stress_negative_outside_outside,,case_080,what does the lady do after the man claps at the start,"[""laugh and hug hum"", ""smiling"", ""jump around"", ""place hands on his head"", ""dance""]",A,images/case_080_a.jpg,images/case_080_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:3089060111:5,0,outside_outside,-2.1250442564487457,-8.000047040346544,6.984786223503761,2.3746736645698547,-10.485115342831705,10.485115342831705,3089060111,0.6272933333333334,9.213370833333334,0.0,-4.4997179210186005,4.610112558933906,9.109830479952507,4.610112558933906,0.1103946379153058,0.1103946379153058,2.3746736645698547,8.5860775,82.98901137347171,True,stress_negative_outside_outside,,case_081,what did the baby do at the end,"[""eating"", ""turn back to the toy"", ""lying on his back"", ""ride toy car"", ""bite toy and move to cameraman""]",E,images/case_081_a.jpg,images/case_081_b.jpg
qwen3_vl_32b,nextgqa,nextgqa:2676529856:7,1,outside_outside,9.203012829129875,-5.125409125816077,5.941272012190893,9.810301186163997,-10.459392780972848,10.459392780972848,2676529856,0.8301718907987866,11.745635111223455,0.0,-0.6072883570341219,-3.8690291739731038,4.476317531007226,3.8690291739731038,3.261740816938982,-4.476317531007226,9.810301186163997,10.91546322042467,20.037418638402624,True,stress_negative_outside_outside,,case_082,where did the baby approach after he stood in front of the television for a while at the end of the video,"[""the man speaking"", ""dog"", ""baby seat"", ""cat"", ""toys""]",E,images/case_082_a.jpg,images/case_082_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:8666744695:8,2,outside_outside,2.870187520980835,3.3326108008623123,6.618502315599471,-4.265385836362839,-10.421464872080833,10.421464872080833,8666744695,0.522522,7.11119784375,0.0,7.135573357343674,10.88388815196231,18.019461509305984,10.88388815196231,3.7483147946186364,18.019461509305984,4.265385836362839,6.58867584375,324.70099308535987,False,stress_negative_outside_outside,,case_083,what did the girl in orange do after the dog went away in the middle of the video,"[""smiling"", ""stand up"", ""starts to draw"", ""look at the ground"", ""clap""]",C,images/case_083_a.jpg,images/case_083_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:8208916209:0,2,outside_outside,14.465007305145377,16.332929491996772,16.041934847831733,4.510373033583164,-9.663639627397174,9.663639627397174,8208916209,27.0096,28.0464,0.0,9.954634271562213,11.531561814248569,21.486196085810782,11.531561814248569,1.5769275426863558,21.486196085810782,4.510373033583164,1.0367999999999995,461.6566222379106,False,stress_negative_outside_outside,,case_084,why is there a laser on the floor,"[""attract baby"", ""from the robot toy"", ""to play with cat"", ""the pen dropped"", ""the kids are playing""]",C,images/case_084_a.jpg,images/case_084_b.jpg
qwen3_vl_32b,nextgqa,nextgqa:8666744695:8,2,outside_outside,3.390692237764597,7.575260889891069,8.934582599729765,-4.67537647113204,-9.425390418735333,9.425390418735333,8666744695,0.522522,7.11119784375,0.0,8.066068708896637,13.609959070861805,21.676027779758442,13.609959070861805,5.543890361965168,21.676027779758442,4.67537647113204,6.58867584375,469.8501803088597,False,stress_negative_outside_outside,,case_085,what did the girl in orange do after the dog went away in the middle of the video,"[""smiling"", ""stand up"", ""starts to draw"", ""look at the ground"", ""clap""]",C,images/case_085_a.jpg,images/case_085_b.jpg
qwen3_vl_32b,nextgqa,nextgqa:2621535368:7,1,outside_outside,7.331267571076751,3.9970649760216475,12.870466589930857,7.566769733675756,-8.637899451310204,8.637899451310204,2621535368,0.642642,13.32478021875,0.0,-0.2355021625990048,5.303696856255101,5.539199018854106,5.303696856255101,5.068194693656096,5.068194693656096,7.566769733675756,12.68213821875,30.68272577047429,True,stress_negative_outside_outside,,case_086,what did the man do after the baby started to cry at the middle of the video,"[""touch the vacumm clearner"", ""carry baby and chase dog"", ""give her the toy back"", ""kiss baby"", ""he listen and redo dancing steps""]",C,images/case_086_a.jpg,images/case_086_b.jpg
