model,benchmark,condition,metric,source_video_clusters,equal_video_mean
videollama3_7b,nextgqa,aks_fixedk8,correct,380,0.6151315789473685
videollama3_7b,nextgqa,bolt_its8,gold_vs_rest_logodds,380,-0.09565299213557552
videollama3_7b,nextgqa,bolt_its8,correct,380,0.6228070175438597
videollama3_7b,nextgqa,dino_change8,gold_vs_rest_logodds,380,-0.17947372171043402
videollama3_7b,nextgqa,dino_change8,correct,380,0.5901315789473685
videollama3_7b,nextgqa,dino_diversity8,gold_vs_rest_logodds,380,-0.14856144701306329
videollama3_7b,nextgqa,dino_diversity8,correct,380,0.6201754385964912
videollama3_7b,nextgqa,mdp3_8,gold_vs_rest_logodds,380,-0.12358560772375778
videollama3_7b,nextgqa,mdp3_8,correct,380,0.6324561403508772
videollama3_7b,nextgqa,plain_dpp_8,gold_vs_rest_logodds,380,-0.12019825786058058
videollama3_7b,nextgqa,plain_dpp_8,correct,380,0.6320175438596491
videollama3_7b,nextgqa,random8,gold_vs_rest_logodds,380,-0.11925489598305145
videollama3_7b,nextgqa,random8,correct,380,0.6304824561403509
videollama3_7b,nextgqa,siglip_dino_submodular8,gold_vs_rest_logodds,380,-0.13548156225649444
videollama3_7b,nextgqa,siglip_dino_submodular8,correct,380,0.6214912280701754
videollama3_7b,nextgqa,siglip_relevance8,gold_vs_rest_logodds,380,-0.1524601224066461
videollama3_7b,nextgqa,siglip_relevance8,correct,380,0.6151315789473685
videollama3_7b,nextgqa,uniform8,gold_vs_rest_logodds,380,-0.12207838637027235
videollama3_7b,nextgqa,uniform8,correct,380,0.625438596491228
